ID,RUC UBB,COD_DISTRI,FECHA DELITO,HORA,HOUR,DIA,DIA SEMANA,MES,AÑO,LUGAR OCURRENCIA,SITIO SUCESO,DOMICILIO,TIPO_ARMA,DIR_DELITO,DIR_GEOCODIFICADA,LAT,LON,DELITO
13559,RBNUP_2013_0198,3,2013-04-09 00:00:00,00:00:00,00,Tuesday,MARTES,April,2013,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,LIDER BIO BIO CON AUTOPISTA 9000 ,NO ESPECIFICADO,LIDER BIO BIO 9000 HUALPEN CHILE,"ACCESO CENTRO URBANO HUALPEN, CENTRO URBANO HUALPEN, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.7987757,-73.0697965,ROBO EN BIENES NAC
13560,RBNUP_2013_0199,2,2013-04-09 00:00:00,00:00:00,00,Tuesday,MARTES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,SICILIA 4015,NO ESPECIFICADO,SICILIA 4015 HUALPEN CHILE,"SICILIA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7835852,-73.0959794,ROBO EN BIENES NAC
13561,RLH_2013_0221,2,2013-04-10 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,AVDA. GRECIA 1588,NO ESPECIFICADO,AVENIDA GRECIA 1588 HUALPEN CHILE,"AVENIDA GRECIA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7866266,-73.0959639,ROBO EN LUGAR HABITADO ART. 440
13563,RLH_2013_0222,6,2013-04-10 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,PSJE 5 CON CASA 569 ,MANOS Y PIES,PASAJE 5 569 HUALPEN CHILE,"PASAJE 5, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8023702,-73.0986753,ROBO EN LUGAR HABITADO ART. 440
13565,RBNUP_2013_0201,6,2013-04-10 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,COSTANERA 9827,NO ESPECIFICADO,COSTANERA 9827 HUALPEN CHILE,"COSTANERA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.80236095,-73.10541889,ROBO EN BIENES NAC
13569,RVM_2013_0078,6,2013-04-10 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,KENT 50,NO ESPECIFICADO,KENT 50 HUALPEN CHILE,"KENT, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.8043249,-73.0817215,ROBO DE VEHICULO MOTORIZADO ART. 443
13573,RCV_2013_0063,5,2013-04-11 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,ATENAS CON ROTERDAM ,MANOS Y PIES,ATENAS  HUALPEN CHILE,"ATENAS, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7933915,-73.0994649,ROBO CON VIOLENCIA. ART.436
13574,RVM_2013_0079,2,2013-04-11 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,SUECIA 2814,NO ESPECIFICADO,SUECIA 2814 HUALPEN CHILE,"SUECIA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.783585,-73.0965938,ROBO DE VEHICULO MOTORIZADO ART. 443
13575,RBNUP_2013_0205,6,2013-04-11 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,TANILVORO 9315,NO ESPECIFICADO,TANILVORO 9315 HUALPEN CHILE,"TANILVORO, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.800413,-73.0996469,ROBO EN BIENES NAC
16736,RVM_2014_0407,1,2014-02-20 00:00:00,00:00:00,00,Thursday,JUEVES,February,2014,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,AVENIDA LENGA CON HUALPEN ,NAN,AVENIDA LENGA  HUALPEN CHILE,"AVENIDA LENGA, LENGA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.7663236,-73.1736647,ROBO DE VEHICULO MOTORIZADO ART. 443
13580,RLNH_2013_0173,3,2013-04-11 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,ESTABLECIMIENTO PRODUCTIVO,INDUSTRIA,AUTOPISTA S/N 1,CONTUNDENTE,AUTOPISTA S/N 1 HUALPEN CHILE,"CAMINO NUEVA LOS LOBOS, CONCEPCION, BIO-BIO 430, CHILE",-36.79282,-73.07008,ROBO EN LUGAR NO HABITADO. ART. 442
13587,RCV_2013_0065,1,2013-04-12 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,POLONIA CON RUMANIA ,MANOS Y PIES,POLONIA  HUALPEN CHILE,"POLONIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7889433,-73.1124949,ROBO CON VIOLENCIA. ART.436
13588,RLH_2013_0224,5,2013-04-12 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,GENOVA 2669,NO ESPECIFICADO,GENOVA 2669 HUALPEN CHILE,"GENOVA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7896278,-73.094989,ROBO EN LUGAR HABITADO ART. 440
13589,RLNH_2013_0175,5,2013-04-12 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,ESTABLECIMIENTO EDUCACIONAL,ESCOLAR,CARTAGENA 1036,NO ESPECIFICADO,CARTAGENA 1036 HUALPEN CHILE,"CARTAGENA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7941228,-73.0975447,ROBO EN LUGAR NO HABITADO. ART. 442
13594,RCI_2013_0085,3,2013-04-13 00:00:00,00:00:00,00,Saturday,SABADO,April,2013,ESTABLECIMIENTO COMERCIAL,SERVICENTRO,COLON 8650,FUEGO,COLON 8650 HUALPEN CHILE,"COLEGIO CRISTOBAL COLON, CALLE POSTDAM, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.80078395,-73.08366451,ROBO CON INTIMIDACION. ART. 433
13595,RCI_2013_0086,3,2013-04-13 00:00:00,00:00:00,00,Saturday,SABADO,April,2013,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,LOS AGUILUCHOS 681,FUEGO,LOS AGUILUCHOS 681 HUALPEN CHILE,"LOS AGUILUCHOS, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.7943051,-73.0817392,ROBO CON INTIMIDACION. ART. 433
13596,RBNUP_2013_0208,1,2013-04-13 00:00:00,00:00:00,00,Saturday,SABADO,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CALLE 7 204,NO ESPECIFICADO,CALLE 7 204 HUALPEN CHILE,"CALLE 7, JARDINES DE LA FLOR, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7961441,-73.1123665,ROBO EN BIENES NAC
13601,RCI_2013_0088,3,2013-04-14 00:00:00,00:00:00,00,Sunday,DOMINGO,April,2013,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,LOS ZORZALES 7980,FUEGO,LOS ZORZALES 7980 HUALPEN CHILE,"LOS ZORZALES, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.793982,-73.0810309,ROBO CON INTIMIDACION. ART. 433
13606,RBNUP_2013_0211,3,2013-04-15 00:00:00,00:00:00,00,Monday,LUNES,April,2013,ORGANIZACION PUBLICA Y/O SOCIAL,CENTROS DE ASISTENCIA MEDICA,JORGE ALSANDRI 2047,NO ESPECIFICADO,JORGE ALSANDRI 2047 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO EN BIENES NAC
13607,RBNUP_2013_0212,1,2013-04-15 00:00:00,00:00:00,00,Monday,LUNES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AV. 2 CON FRENTE PANADERIA MASITAS ,CONTUNDENTE,AV. 2 HUALPEN CHILE,"AVENIDA 2, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7976727,-73.1086683,ROBO EN BIENES NAC
13608,RVM_2013_0087,2,2013-04-15 00:00:00,00:00:00,00,Monday,LUNES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,ALTONA 3158,NO ESPECIFICADO,ALTONA 3158 HUALPEN CHILE,"ALTONA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7821185,-73.0997934,ROBO DE VEHICULO MOTORIZADO ART. 443
13617,RVM_2013_0088,6,2013-04-16 00:00:00,00:00:00,00,Tuesday,MARTES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,MAR MEDITERRANEO 4865,NO ESPECIFICADO,MAR MEDITERRANEO 4865 HUALPEN CHILE,"MAR MEDITERRANEO, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8020168,-73.1008475,ROBO DE VEHICULO MOTORIZADO ART. 443
13624,RVM_2013_0090,3,2013-04-17 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,LOS GORRIONES 699,NO ESPECIFICADO,LOS GORRIONES 699 HUALPEN CHILE,"LOS GORRIONES, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.7910409,-73.0820154,ROBO DE VEHICULO MOTORIZADO ART. 443
13625,RLH_2013_0229,4,2013-04-17 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,CHAITEN 8024,NO ESPECIFICADO,CHAITEN 8024 HUALPEN CHILE,"CHAITEN, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7873066,-73.0872739,ROBO EN LUGAR HABITADO ART. 440
13626,RBNUP_2013_0215,6,2013-04-17 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,BARILOCHE 247,NO ESPECIFICADO,BARILOCHE 247 HUALPEN CHILE,"BARILOCHE, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8038356,-73.0890427,ROBO EN BIENES NAC
13627,RLNH_2013_0180,5,2013-04-17 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,PATRIA VIEJA? 1185,NO ESPECIFICADO,PATRIA VIEJA? 1185 HUALPEN CHILE,"PATRIA VIEJA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7896398,-73.0979376,ROBO EN LUGAR NO HABITADO. ART. 442
13628,RBNUP_2013_0216,6,2013-04-17 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,MAURICIO RUGENDA 8776,NO ESPECIFICADO,MAURICIO RUGENDA 8776 HUALPEN CHILE,"PASAJE MAURICIO RUGENDAS 8776, CONCEPCION, BIO-BIO 460, CHILE",-36.79737,-73.09275,ROBO EN BIENES NAC
13630,RLH_2013_0230,4,2013-04-17 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,CARAMPANGUE BLOCK 8479 CON DEPTO. 102 ,NO ESPECIFICADO,CARAMPANGUE BLOCK 8479 102 HUALPEN CHILE,"CALLE CARAMPANGUE 102, CONCEPCION, BIO-BIO 460, CHILE",-36.79264,-73.0881,ROBO EN LUGAR HABITADO ART. 440
13636,RLNH_2013_0182,1,2013-04-17 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,ORGANIZACION PUBLICA Y/O SOCIAL,CENTRO SOCIAL,SILECIA 1940,NO ESPECIFICADO,SILECIA 1940 HUALPEN CHILE,"CALLE SILESIA, CONCEPCION, BIO-BIO, CHILE",-36.78926,-73.11307,ROBO EN LUGAR NO HABITADO. ART. 442
13642,RBNUP_2013_0218,2,2013-04-18 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BERNA 2828,CONTUNDENTE,BERNA 2828 HUALPEN CHILE,"BERNA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7774765,-73.1087079,ROBO EN BIENES NAC
13643,RLH_2013_0235,2,2013-04-18 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,NAPOLES 2584,NO ESPECIFICADO,NAPOLES 2584 HUALPEN CHILE,"NAPOLES, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7818415,-73.0984378,ROBO EN LUGAR HABITADO ART. 440
16878,RLNH_2014_0474,1,2014-03-09 00:00:00,00:00:00,00,Sunday,DOMINGO,March,2014,ESTABLECIMIENTO PRODUCTIVO,EMPRESA / COMPAï¿½IA,AVENIDA LENGA CON CAMINO A LENGA ,NAN,AVENIDA LENGA  HUALPEN CHILE,"AVENIDA LENGA, LENGA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.7663236,-73.1736647,ROBO EN LUGAR NO HABITADO. ART. 442
13648,RPS_2013_0075,6,2013-04-18 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AVDA. COLON CON GAETE ,NAN,AVENIDA COLON  HUALPEN CHILE,"AVENIDA COLON, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8060713,-73.0794928,ROBO POR SORPRESA. ART. 436
13652,RBNUP_2013_0221,5,2013-04-19 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,GENOVA 3607,NO ESPECIFICADO,GENOVA 3607 HUALPEN CHILE,"GENOVA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7896278,-73.094989,ROBO EN BIENES NAC
13653,RCI_2013_0093,5,2013-04-19 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,PATRIA VIEJA 830,FUEGO,PATRIA VIEJA 830 HUALPEN CHILE,"PATRIA VIEJA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7896398,-73.0979376,ROBO CON INTIMIDACION. ART. 433
13654,RPS_2013_0077,6,2013-04-19 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,AV. COLON CON CAMPANARIO ,MANOS Y PIES,AVENIDA COLON  HUALPEN CHILE,"AVENIDA COLON, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8060713,-73.0794928,ROBO POR SORPRESA. ART. 436
13655,RPS_2013_0078,6,2013-04-19 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,OTROS LUGARES NO CLASIFICADOS,PREDIO RURAL,COSTANERA CON FINLANDIA ,NO ESPECIFICADO,COSTANERA  HUALPEN CHILE,"COSTANERA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.80236095,-73.10541889,ROBO POR SORPRESA. ART. 436
13656,RPS_2013_0079,5,2013-04-19 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PATRIA VIEJA CON ALEMANIA ,MANOS Y PIES,PATRIA VIEJA  HUALPEN CHILE,"PATRIA VIEJA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7895624,-73.1014707,ROBO POR SORPRESA. ART. 436
13665,RBNUP_2013_0222,6,2013-04-19 00:00:00,00:00:00,00,Friday,VIERNES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,LAS TALAVERAS 9539,NO HUBO,LOS TALAVERAS 9539 HUALPEN CHILE,"LOS TALAVERAS 9539, CONCEPCION, BIO-BIO 460, CHILE",-36.8045,-73.08361,ROBO EN BIENES NAC
13666,RCI_2013_0095,6,2013-04-20 00:00:00,00:00:00,00,Saturday,SABADO,April,2013,ESTABLECIMIENTO COMERCIAL,SERVICENTRO,AVDA. COLON 7601,ARMA FOGUEO,AVENIDA COLON 7601 HUALPEN CHILE,"AVENIDA COLON, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8060713,-73.0794928,ROBO CON INTIMIDACION. ART. 433
13675,RBNUP_2013_0225,6,2013-04-21 00:00:00,00:00:00,00,Sunday,DOMINGO,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,RECONQUISTA 83049,CONTUNDENTE,RECONQUISTA 83049 HUALPEN CHILE,"LA RECONQUISTA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7981102,-73.099802,ROBO EN BIENES NAC
13676,RBNUP_2013_0226,6,2013-04-21 00:00:00,00:00:00,00,Sunday,DOMINGO,April,2013,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,AVDA. COSTANERA 8175,NO ESPECIFICADO,AVENIDA COSTANERA 8175 HUALPEN CHILE,"AVENIDA COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4030177, CHILE",-36.8147633,-73.0832337,ROBO EN BIENES NAC
13677,RCI_2013_0096,3,2013-04-21 00:00:00,00:00:00,00,Sunday,DOMINGO,April,2013,ESTABLECIMIENTO COMERCIAL,SERVICENTRO,COLON 8650,NO ESPECIFICADO,COLON 8650 HUALPEN CHILE,"COLEGIO CRISTOBAL COLON, CALLE POSTDAM, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.80078395,-73.08366451,ROBO CON INTIMIDACION. ART. 433
13685,RCI_2013_0098,1,2013-04-21 00:00:00,00:00:00,00,Sunday,DOMINGO,April,2013,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,AVENIDA 2 35,BLANCA,AVENIDA 2 35 HUALPEN CHILE,"AVENIDA 2, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7974313,-73.1122661,ROBO CON INTIMIDACION. ART. 433
13689,RCV_2013_0072,1,2013-04-22 00:00:00,00:00:00,00,Monday,LUNES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,GRAN BRETA?A CON YUGOSLAVIA ,MANOS Y PIES,GRAN BRETAï¿½A  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO CON VIOLENCIA. ART.436
13691,RBNUP_2013_0230,6,2013-04-22 00:00:00,00:00:00,00,Monday,LUNES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,COSTANERA CON PUENTE JUAN PABLO II ,NO HUBO,COSTANERA  HUALPEN CHILE,"COSTANERA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.80236095,-73.10541889,ROBO EN BIENES NAC
13698,RBNUP_2013_0233,2,2013-04-22 00:00:00,00:00:00,00,Monday,LUNES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,GRECIA 1287,NO ESPECIFICADO,GRECIA 1287 HUALPEN CHILE,"AVENIDA GRECIA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7866266,-73.0959639,ROBO EN BIENES NAC
13700,RBNUP_2013_0234,5,2013-04-22 00:00:00,00:00:00,00,Monday,LUNES,April,2013,ESTABLECIMIENTO EDUCACIONAL,ESCOLAR,GENOVA 8260,NO ESPECIFICADO,GENOVA 8260 HUALPEN CHILE,"GENOVA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7896278,-73.094989,ROBO EN BIENES NAC
13701,RCI_2013_0100,3,2013-04-22 00:00:00,00:00:00,00,Monday,LUNES,April,2013,ESTABLECIMIENTO COMERCIAL,SERVICENTRO,COLON 7601,FUEGO,COLON 7601 HUALPEN CHILE,"COLEGIO CRISTOBAL COLON, CALLE POSTDAM, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.80078395,-73.08366451,ROBO CON INTIMIDACION. ART. 433
13705,RLNH_2013_0194,6,2013-04-22 00:00:00,00:00:00,00,Monday,LUNES,April,2013,ESTABLECIMIENTO PRODUCTIVO,EMPRESA / COMPAï¿½IA,PASAJE 20 4488,NAN,PASAJE 20 4488 HUALPEN CHILE,"PASAJE 20, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8040497,-73.1003176,ROBO EN LUGAR NO HABITADO. ART. 442
13707,RCI_2013_0103,2,2013-04-23 00:00:00,00:00:00,00,Tuesday,MARTES,April,2013,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,FINLANDIA 1983,FUEGO,FINLANDIA 1983 HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7846193,-73.0991043,ROBO CON INTIMIDACION. ART. 433
13708,RCI_2013_0104,6,2013-04-23 00:00:00,00:00:00,00,Tuesday,MARTES,April,2013,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,RECONQUISTA CON COELEMU ,BLANCA,RECONQUISTA  HUALPEN CHILE,"LA RECONQUISTA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7981102,-73.099802,ROBO CON INTIMIDACION. ART. 433
13714,RLH_2013_0241,1,2013-04-24 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,POLONIA 3428,NO ESPECIFICADO,POLONIA 3428 HUALPEN CHILE,"POLONIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7889433,-73.1124949,ROBO EN LUGAR HABITADO ART. 440
13715,RPS_2013_0086,5,2013-04-24 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,SUECIA CON MARSELLA ,NO ESPECIFICADO,SUECIA  HUALPEN CHILE,"SUECIA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.78868,-73.0965864,ROBO POR SORPRESA. ART. 436
13716,RPS_2013_0087,2,2013-04-24 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,BULGARIA 2818,MANOS Y PIES,BULGARIA 2818 HUALPEN CHILE,"BULGARIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7817712,-73.1040398,ROBO POR SORPRESA. ART. 436
13717,RLH_2013_0242,3,2013-04-24 00:00:00,00:00:00,00,Wednesday,MIERCOLES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,COLON 8846,NO ESPECIFICADO,COLON 8846 HUALPEN CHILE,"COLEGIO CRISTOBAL COLON, CALLE POSTDAM, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.80078395,-73.08366451,ROBO EN LUGAR HABITADO ART. 440
13721,RLH_2013_0243,6,2013-04-25 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,LAS LOBELIAS LOS BOLDOS 8962,NO ESPECIFICADO,LAS LOBELIAS LOS BOLDOS 8962 HUALPEN CHILE,"PASAJE LAS LOBELIAS & PASAJE LOS CARDENALES, CONCEPCION, BIO-BIO 460, CHILE",-36.80043,-73.09059,ROBO EN LUGAR HABITADO ART. 440
13722,RLH_2013_0244,2,2013-04-25 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDENCIAS,VIVIENDA,LISBOA 2412,NO ESPECIFICADO,LISBOA 2412 HUALPEN CHILE,"PASAJE LISBOA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7781509,-73.1081085,ROBO EN LUGAR HABITADO ART. 440
13724,RCI_2013_0106,1,2013-04-25 00:00:00,00:00:00,00,Thursday,JUEVES,April,2013,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,FINLANDIA CON NO ESPECIFICADO ,MANOS Y PIES,FINLANDIA  HUALPEN CHILE,"FINLANDIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7865782,-73.1171039,ROBO CON INTIMIDACION. ART. 433
